Domain Validation SSL,1,prolongation,399,,,1,,,true,,,false
Domain Validation SSL,1,prolongation,499,,,12,,,true,,,false
Domain Validation SSL,12,prolongation,5988,3588,,12,,,true,6,99,false
Domain Validation SSL,1,prolongation,599,,,24,,,true,,,false
Domain Validation SSL,12,prolongation,7188,4188,,24,,,true,6,99,false
Domain Validation SSL,24,prolongation,14376,11376,,24,,,true,6,99,false
Domain Validation SSL,1,prolongation,699,,,36,,,true,,,false
Domain Validation SSL,12,prolongation,8388,4788,,36,,,true,6,99,false
Domain Validation SSL,36,prolongation,25164,21564,,36,,,true,6,99,false
Domain Validation SSL,1,registration,399,,,1,,,true,,,false
Domain Validation SSL,1,registration,499,,,12,,,true,,,false
Domain Validation SSL,12,registration,5988,3588,,12,,,true,6,99,false
Domain Validation SSL,1,registration,599,,,24,,,true,,,false
Domain Validation SSL,12,registration,7188,4188,,24,,,true,6,99,false
Domain Validation SSL,24,registration,14376,11376,,24,,,true,6,99,false
Domain Validation SSL,1,registration,699,,,36,,,true,,,false
Domain Validation SSL,12,registration,8388,4788,,36,,,true,6,99,false
Domain Validation SSL,36,registration,25164,21564,,36,,,true,6,99,false
administration-fees,1,registration,200,,,1,,,true,,,true
backup-100,1,prolongation,1300,,,1,,,true,,,false
backup-100,1,prolongation,1400,,,12,,,true,,,false
backup-100,12,prolongation,16800,8994,,12,,,true,6,99,false
backup-100,1,prolongation,1500,,,24,,,true,,,false
backup-100,12,prolongation,18000,9594,,24,,,true,6,99,false
backup-100,24,prolongation,36000,27594,,24,,,true,6,99,false
backup-100,1,prolongation,1600,,,36,,,true,,,false
backup-100,12,prolongation,19200,10194,,36,,,true,6,99,false
backup-100,36,prolongation,57600,48594,,36,,,true,6,99,false
backup-100,1,registration,1300,,,1,,,true,,,false
backup-100,1,registration,1400,,,12,,,true,,,false
backup-100,12,registration,16800,8994,,12,,,true,6,99,false
backup-100,1,registration,1500,,,24,,,true,,,false
backup-100,12,registration,18000,9594,,24,,,true,6,99,false
backup-100,24,registration,36000,27594,,24,,,true,6,99,false
backup-100,1,registration,1600,,,36,,,true,,,false
backup-100,12,registration,19200,10194,,36,,,true,6,99,false
backup-100,36,registration,57600,48594,,36,,,true,6,99,false
backup-1000,1,prolongation,6800,,,1,,,true,,,false
backup-1000,1,prolongation,6900,,,12,,,true,,,false
backup-1000,12,prolongation,82800,41994,,12,,,true,6,99,false
backup-1000,1,prolongation,7000,,,24,,,true,,,false
backup-1000,12,prolongation,84000,42594,,24,,,true,6,99,false
backup-1000,24,prolongation,168000,126594,,24,,,true,6,99,false
backup-1000,1,prolongation,7100,,,36,,,true,,,false
backup-1000,12,prolongation,85200,43194,,36,,,true,6,99,false
backup-1000,36,prolongation,255600,213594,,36,,,true,6,99,false
backup-1000,1,registration,6800,,,1,,,true,,,false
backup-1000,1,registration,6900,,,12,,,true,,,false
backup-1000,12,registration,82800,41994,,12,,,true,6,99,false
backup-1000,1,registration,7000,,,24,,,true,,,false
backup-1000,12,registration,84000,42594,,24,,,true,6,99,false
backup-1000,24,registration,168000,126594,,24,,,true,6,99,false
backup-1000,1,registration,7100,,,36,,,true,,,false
backup-1000,12,registration,85200,43194,,36,,,true,6,99,false
backup-1000,36,registration,255600,213594,,36,,,true,6,99,false
backup-2000,1,prolongation,11800,,,1,,,true,,,false
backup-2000,1,prolongation,11900,,,12,,,true,,,false
backup-2000,12,prolongation,142800,71994,,12,,,true,6,99,false
backup-2000,1,prolongation,12000,,,24,,,true,,,false
backup-2000,12,prolongation,144000,72594,,24,,,true,6,99,false
backup-2000,24,prolongation,288000,216594,,24,,,true,6,99,false
backup-2000,1,prolongation,12100,,,36,,,true,,,false
backup-2000,12,prolongation,145200,73194,,36,,,true,6,99,false
backup-2000,36,prolongation,435600,363594,,36,,,true,6,99,false
backup-2000,1,registration,11800,,,1,,,true,,,false
backup-2000,1,registration,11900,,,12,,,true,,,false
backup-2000,12,registration,142800,71994,,12,,,true,6,99,false
backup-2000,1,registration,12000,,,24,,,true,,,false
backup-2000,12,registration,144000,72594,,24,,,true,6,99,false
backup-2000,24,registration,288000,216594,,24,,,true,6,99,false
backup-2000,1,registration,12100,,,36,,,true,,,false
backup-2000,12,registration,145200,73194,,36,,,true,6,99,false
backup-2000,36,registration,435600,363594,,36,,,true,6,99,false
backup-250,1,prolongation,2300,,,1,,,true,,,false
backup-250,1,prolongation,2400,,,12,,,true,,,false
backup-250,12,prolongation,28800,14994,,12,,,true,6,99,false
backup-250,1,prolongation,2500,,,24,,,true,,,false
backup-250,12,prolongation,30000,15594,,24,,,true,6,99,false
backup-250,24,prolongation,60000,45594,,24,,,true,6,99,false
backup-250,1,prolongation,2600,,,36,,,true,,,false
backup-250,12,prolongation,31200,16194,,36,,,true,6,99,false
backup-250,36,prolongation,93600,78594,,36,,,true,6,99,false
backup-250,1,registration,2300,,,1,,,true,,,false
backup-250,1,registration,2400,,,12,,,true,,,false
backup-250,12,registration,28800,14994,,12,,,true,6,99,false
backup-250,1,registration,2500,,,24,,,true,,,false
backup-250,12,registration,30000,15594,,24,,,true,6,99,false
backup-250,24,registration,60000,45594,,24,,,true,6,99,false
backup-250,1,registration,2600,,,36,,,true,,,false
backup-250,12,registration,31200,16194,,36,,,true,6,99,false
backup-250,36,registration,93600,78594,,36,,,true,6,99,false
backup-50,1,prolongation,800,,,1,,,true,,,false
backup-50,1,prolongation,900,,,12,,,true,,,false
backup-50,12,prolongation,10800,5994,,12,,,true,6,99,false
backup-50,1,prolongation,1000,,,24,,,true,,,false
backup-50,12,prolongation,12000,6594,,24,,,true,6,99,false
backup-50,24,prolongation,24000,18594,,24,,,true,6,99,false
backup-50,1,prolongation,1100,,,36,,,true,,,false
backup-50,12,prolongation,13200,7194,,36,,,true,6,99,false
backup-50,36,prolongation,39600,33594,,36,,,true,6,99,false
backup-50,1,registration,800,,,1,,,true,,,false
backup-50,1,registration,900,,,12,,,true,,,false
backup-50,12,registration,10800,5994,,12,,,true,6,99,false
backup-50,1,registration,1000,,,24,,,true,,,false
backup-50,12,registration,12000,6594,,24,,,true,6,99,false
backup-50,24,registration,24000,18594,,24,,,true,6,99,false
backup-50,1,registration,1100,,,36,,,true,,,false
backup-50,12,registration,13200,7194,,36,,,true,6,99,false
backup-50,36,registration,39600,33594,,36,,,true,6,99,false
backup-500,1,prolongation,3800,,,1,,,true,,,false
backup-500,1,prolongation,3900,,,12,,,true,,,false
backup-500,12,prolongation,46800,23994,,12,,,true,6,99,false
backup-500,1,prolongation,4000,,,24,,,true,,,false
backup-500,12,prolongation,48000,24594,,24,,,true,6,99,false
backup-500,24,prolongation,96000,72594,,24,,,true,6,99,false
backup-500,1,prolongation,4100,,,36,,,true,,,false
backup-500,12,prolongation,49200,25194,,36,,,true,6,99,false
backup-500,36,prolongation,147600,123594,,36,,,true,6,99,false
backup-500,1,registration,3800,,,1,,,true,,,false
backup-500,1,registration,3900,,,12,,,true,,,false
backup-500,12,registration,46800,23994,,12,,,true,6,99,false
backup-500,1,registration,4000,,,24,,,true,,,false
backup-500,12,registration,48000,24594,,24,,,true,6,99,false
